year,hs_version,source_country_iso3c,exporter_iso3c,consumer_iso3c,dom_source,sciname,habitat,method,consumption_source,sciname_hs_modified,consumption_live_t
2010,HS07,IDN,CHN,NLD,foreign,dasyatidae,marine,capture,foreign,dasyatidae,5.21494685061811
2010,HS07,IDN,CHN,NLD,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.128021265980221
2010,HS07,IDN,CHN,NOR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.378492934933176
2010,HS07,IDN,CHN,NZL,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.842071994117958
2010,HS07,IDN,CHN,PAN,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.281115660818415
2010,HS07,IDN,CHN,PHL,foreign,dasyatidae,marine,capture,foreign,dasyatidae,9.6299659095634
2010,HS07,IDN,CHN,PHL,foreign,mobulidae,marine,capture,foreign,mobulidae,0.201320005338512
2010,HS07,IDN,CHN,PHL,foreign,myliobatidae,marine,capture,foreign,myliobatidae,0.219639303204474
2010,HS07,IDN,CHN,PHL,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.241514334115694
2010,HS07,IDN,CHN,PNG,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.341377846661547
2010,HS07,IDN,CHN,POL,foreign,dasyatidae,marine,capture,foreign,dasyatidae,4.10078326730528
2010,HS07,IDN,CHN,PRT,foreign,dasyatidae,marine,capture,foreign,dasyatidae,12.449019894994
2010,HS07,IDN,CHN,PRT,foreign,mobulidae,marine,capture,foreign,mobulidae,0.511980298119138
2010,HS07,IDN,CHN,PRT,foreign,myliobatidae,marine,capture,foreign,myliobatidae,0.685208814038423
2010,HS07,IDN,CHN,PRT,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.758128466292038
2010,HS07,IDN,CHN,RUS,foreign,dasyatidae,marine,capture,foreign,dasyatidae,13.0388401277119
2010,HS07,IDN,CHN,RUS,foreign,mobulidae,marine,capture,foreign,mobulidae,0.313744367135497
2010,HS07,IDN,CHN,RUS,foreign,myliobatidae,marine,capture,foreign,myliobatidae,0.342405745360237
2010,HS07,IDN,CHN,RUS,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.376353001551506
2010,HS07,IDN,CHN,SGP,foreign,alopias,marine,capture,foreign,alopias,0.103402277713616
2010,HS07,IDN,CHN,SGP,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,0.18387051114906
2010,HS07,IDN,CHN,SGP,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.714354294764768
2010,HS07,IDN,CHN,SGP,foreign,lamnidae,marine,capture,foreign,lamnidae,0.020814913534146
2010,HS07,IDN,CHN,SGP,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.0925919696932026
2010,HS07,IDN,CHN,SGP,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.062551733279985
2010,HS07,IDN,CHN,SVK,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.650582456570213
2010,HS07,IDN,CHN,SWE,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.823718144938285
2010,HS07,IDN,CHN,THA,foreign,alopias,marine,capture,foreign,alopias,0.993988990443911
2010,HS07,IDN,CHN,THA,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,1.7737419764647
2010,HS07,IDN,CHN,THA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,3.73089964477058
2010,HS07,IDN,CHN,THA,foreign,lamnidae,marine,capture,foreign,lamnidae,0.19749406977949
2010,HS07,IDN,CHN,THA,foreign,myliobatidae,marine,capture,foreign,myliobatidae,0.100144490996585
2010,HS07,IDN,CHN,THA,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.892835597188144
2010,HS07,IDN,CHN,THA,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.110237188445378
2010,HS07,IDN,CHN,THA,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.594124987672489
2010,HS07,IDN,CHN,THA,foreign,squalidae,marine,capture,foreign,squalidae,0.133034464043427
2010,HS07,IDN,CHN,TWN,foreign,alopias,marine,capture,foreign,alopias,1.06966502422604
2010,HS07,IDN,CHN,TWN,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,1.90878346990396
2010,HS07,IDN,CHN,TWN,foreign,dasyatidae,marine,capture,foreign,dasyatidae,18.9701594335593
2010,HS07,IDN,CHN,TWN,foreign,lamnidae,marine,capture,foreign,lamnidae,0.270169338063586
2010,HS07,IDN,CHN,TWN,foreign,mobulidae,marine,capture,foreign,mobulidae,1.32724070450599
2010,HS07,IDN,CHN,TWN,foreign,myliobatidae,marine,capture,foreign,myliobatidae,1.42916608080775
2010,HS07,IDN,CHN,TWN,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.960810451501697
2010,HS07,IDN,CHN,TWN,foreign,rhinobatidae,marine,capture,foreign,rhinobatidae,0.0112641891230428
2010,HS07,IDN,CHN,TWN,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,1.55097318138413
2010,HS07,IDN,CHN,TWN,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.76781874966377
2010,HS07,IDN,CHN,TWN,foreign,squalidae,marine,capture,foreign,squalidae,0.183093592570192
2010,HS07,IDN,CHN,TZA,foreign,mobulidae,marine,capture,foreign,mobulidae,0.125544459200068
2010,HS07,IDN,CHN,TZA,foreign,myliobatidae,marine,capture,foreign,myliobatidae,0.109079688505108
2010,HS07,IDN,CHN,TZA,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.112065892477944
2010,HS07,IDN,CHN,TZA,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.119187843050664
2010,HS07,IDN,CHN,UKR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,1.12456886613903
2010,HS07,IDN,CHN,URY,foreign,alopias,marine,capture,foreign,alopias,0.326058887559761
2010,HS07,IDN,CHN,URY,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,0.581841792237402
2010,HS07,IDN,CHN,URY,foreign,lamnidae,marine,capture,foreign,lamnidae,0.064784114624038
2010,HS07,IDN,CHN,URY,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.292877470869078
2010,HS07,IDN,CHN,URY,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.194891225571255
2010,HS07,IDN,CHN,URY,foreign,squalidae,marine,capture,foreign,squalidae,0.0436393861200986
2010,HS07,IDN,CHN,USA,foreign,alopias,marine,capture,foreign,alopias,1.02328070873176
2010,HS07,IDN,CHN,USA,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,1.91737243664302
2010,HS07,IDN,CHN,USA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,42.9559582611235
2010,HS07,IDN,CHN,USA,foreign,mobulidae,marine,capture,foreign,mobulidae,2.63395264463727
2010,HS07,IDN,CHN,USA,foreign,myliobatidae,marine,capture,foreign,myliobatidae,3.12155777033176
2010,HS07,IDN,CHN,USA,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.941796862918785
2010,HS07,IDN,CHN,USA,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,3.16455815040449
2010,HS07,IDN,CHN,USA,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.574172759401234
2010,HS07,IDN,CHN,VEN,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.275131114606032
2010,HS07,IDN,CHN,VNM,foreign,alopias,marine,capture,foreign,alopias,0.0843192173802941
2010,HS07,IDN,CHN,VNM,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,0.149936906054845
2010,HS07,IDN,CHN,VNM,foreign,dasyatidae,marine,capture,foreign,dasyatidae,8.66058851219965
2010,HS07,IDN,CHN,VNM,foreign,mobulidae,marine,capture,foreign,mobulidae,0.504096951302942
2010,HS07,IDN,CHN,VNM,foreign,myliobatidae,marine,capture,foreign,myliobatidae,0.540575448775196
2010,HS07,IDN,CHN,VNM,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.0755039694759328
2010,HS07,IDN,CHN,VNM,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.607513520314678
2010,HS07,IDN,CHN,VNM,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.0510077080754164
2010,HS07,IDN,CHN,ZAF,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.37597851670982
2010,HS07,IDN,CPV,PRT,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.164244372145964
2010,HS07,IDN,CRI,BRA,foreign,alopias,marine,capture,foreign,alopias,0.440290169529581
2010,HS07,IDN,CRI,BRA,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,0.83735663403107
2010,HS07,IDN,CRI,BRA,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.418429458948802
2010,HS07,IDN,CRI,BRA,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.203616745826127
2010,HS07,IDN,CRI,MEX,foreign,alopias,marine,capture,foreign,alopias,3.73584284260426
2010,HS07,IDN,CRI,MEX,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,7.10493443742898
2010,HS07,IDN,CRI,MEX,foreign,lamnidae,marine,capture,foreign,lamnidae,0.559413761313838
2010,HS07,IDN,CRI,MEX,foreign,prionace glauca,marine,capture,foreign,prionace glauca,3.55035566889629
2010,HS07,IDN,CRI,MEX,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,1.72767918789021
2010,HS07,IDN,CRI,MEX,foreign,squalidae,marine,capture,foreign,squalidae,0.372689351659352
2010,HS07,IDN,CRI,TWN,foreign,alopias,marine,capture,foreign,alopias,0.159372790266126
2010,HS07,IDN,CRI,TWN,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,0.303099802014583
2010,HS07,IDN,CRI,TWN,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.151459821311627
2010,HS07,IDN,CRI,TWN,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.0737035963394098
2010,HS07,IDN,CRI,USA,foreign,alopias,marine,capture,foreign,alopias,5.62666259503305
2010,HS07,IDN,CRI,USA,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,11.3613963469883
2010,HS07,IDN,CRI,USA,foreign,lamnidae,marine,capture,foreign,lamnidae,0.840328513032159
2010,HS07,IDN,CRI,USA,foreign,prionace glauca,marine,capture,foreign,prionace glauca,5.34855132873599
2010,HS07,IDN,CRI,USA,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,2.59545805329673
2010,HS07,IDN,CRI,USA,foreign,squalidae,marine,capture,foreign,squalidae,0.70978893744697
2010,HS07,IDN,CZE,HUN,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.263504598128437
2010,HS07,IDN,CZE,ROU,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.202638714051511
2010,HS07,IDN,CZE,SVK,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.822307576777586
2010,HS07,IDN,DEU,AUT,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.42686303962301
2010,HS07,IDN,DEU,BEL,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.314307884779227
2010,HS07,IDN,DEU,FRA,foreign,alopias,marine,capture,foreign,alopias,0.0953814946668282
2010,HS07,IDN,DEU,FRA,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,0.44113278880238
2010,HS07,IDN,DEU,FRA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,1.78962312734814
2010,HS07,IDN,DEU,FRA,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.10263082717075
2010,HS07,IDN,DEU,GBR,foreign,alopias,marine,capture,foreign,alopias,0.141845454233581
2010,HS07,IDN,DEU,GBR,foreign,carcharhinidae,marine,capture,foreign,carcharhinidae,0.139643428277803
2010,HS07,IDN,DEU,GBR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,1.39404363836203
2010,HS07,IDN,DEU,GBR,foreign,prionace glauca,marine,capture,foreign,prionace glauca,0.152626212760178
2010,HS07,IDN,DEU,ITA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,1.21421850237126
2010,HS07,IDN,DEU,NLD,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.377572401684076
2010,HS07,IDN,DEU,POL,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.356004187150109
2010,HS07,IDN,DEU,SWE,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.218361679426287
2010,HS07,IDN,DNK,CZE,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.173200807740977
2010,HS07,IDN,DNK,DEU,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.30673986882974
2010,HS07,IDN,DNK,ESP,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.242961777091828
2010,HS07,IDN,DNK,FIN,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.320406420815333
2010,HS07,IDN,DNK,FRA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.55875326684646
2010,HS07,IDN,DNK,GBR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.730166080254292
2010,HS07,IDN,DNK,ITA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.628453751046152
2010,HS07,IDN,DNK,NGA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.416932117621245
2010,HS07,IDN,DNK,NOR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.310987888463462
2010,HS07,IDN,DNK,RUS,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.189223278651433
2010,HS07,IDN,DNK,SWE,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.484771028346623
2010,HS07,IDN,ESP,FRA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.9738555113627
2010,HS07,IDN,ESP,GBR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,1.08503498032522
2010,HS07,IDN,ESP,ITA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,4.10256306215477
2010,HS07,IDN,ESP,ITA,foreign,mobulidae,marine,capture,foreign,mobulidae,0.253957862151556
2010,HS07,IDN,ESP,ITA,foreign,myliobatidae,marine,capture,foreign,myliobatidae,0.274193334289923
2010,HS07,IDN,ESP,ITA,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.305474405967436
2010,HS07,IDN,ESP,PRT,foreign,dasyatidae,marine,capture,foreign,dasyatidae,1.82178734112717
2010,HS07,IDN,EST,FIN,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.310412657545982
2010,HS07,IDN,EST,SRB,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.208930206092889
2010,HS07,IDN,FRA,BEL,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.549511818205625
2010,HS07,IDN,FRA,DEU,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.148792230465956
2010,HS07,IDN,FRA,ESP,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.149207893796939
2010,HS07,IDN,FRA,GBR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.458257149465554
2010,HS07,IDN,FRA,ITA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.369935840780991
2010,HS07,IDN,FRA,NOR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.228499061082728
2010,HS07,IDN,FRA,SWE,foreign,dasyatidae,marine,capture,foreign,dasyatidae,1.00082699834996
2010,HS07,IDN,GBR,CHN,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.280473467266094
2010,HS07,IDN,GBR,CMR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.242595465218182
2010,HS07,IDN,GBR,ESP,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.367218826165224
2010,HS07,IDN,GBR,IRL,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.816083530055404
2010,HS07,IDN,IDN,ISR,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,0.75458424851786
2010,HS07,IDN,GBR,NGA,foreign,dasyatidae,marine,capture,foreign,dasyatidae,1.39438528458917
2010,HS07,IDN,GBR,NLD,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.068298999411876
2010,HS07,IDN,GBR,RUS,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.19772341538458
2010,HS07,IDN,GHA,GBR,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.567707858507922
2010,HS07,IDN,IDN,ARE,domestic,alopias,marine,capture,foreign,alopias,0.488201790199685
2010,HS07,IDN,IDN,ARE,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,0.858071150694999
2010,HS07,IDN,IDN,ARE,domestic,dasyatidae,marine,capture,foreign,dasyatidae,3.52019268768793
2010,HS07,IDN,IDN,ARE,domestic,mobulidae,marine,capture,foreign,mobulidae,0.0999587340172265
2010,HS07,IDN,IDN,ARE,domestic,myliobatidae,marine,capture,foreign,myliobatidae,0.160994540915071
2010,HS07,IDN,IDN,ARE,domestic,prionace glauca,marine,capture,foreign,prionace glauca,0.546572941527008
2010,HS07,IDN,IDN,ARE,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.120509950547895
2010,HS07,IDN,IDN,AUS,domestic,alopias,marine,capture,foreign,alopias,8.74157395358958
2010,HS07,IDN,IDN,AUS,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,14.4386432421453
2010,HS07,IDN,IDN,AUS,domestic,dasyatidae,marine,capture,foreign,dasyatidae,23.2628714116546
2010,HS07,IDN,IDN,AUS,domestic,lamnidae,marine,capture,foreign,lamnidae,0.43470096920159
2010,HS07,IDN,IDN,AUS,domestic,mobulidae,marine,capture,foreign,mobulidae,2.61185548634775
2010,HS07,IDN,IDN,AUS,domestic,myliobatidae,marine,capture,foreign,myliobatidae,3.71808189105064
2010,HS07,IDN,IDN,AUS,domestic,prionace glauca,marine,capture,foreign,prionace glauca,9.80137985865298
2010,HS07,IDN,IDN,AUS,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,3.06368154518809
2010,HS07,IDN,IDN,AUS,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,1.84285186714969
2010,HS07,IDN,IDN,AUS,domestic,squalidae,marine,capture,foreign,squalidae,0.0156438130850248
2010,HS07,IDN,IDN,BEL,domestic,alopias,marine,capture,foreign,alopias,7.03701299541048
2010,HS07,IDN,IDN,BEL,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,12.3683648025087
2010,HS07,IDN,IDN,BEL,domestic,dasyatidae,marine,capture,foreign,dasyatidae,18.8670831046656
2010,HS07,IDN,IDN,BEL,domestic,lamnidae,marine,capture,foreign,lamnidae,0.436629421329824
2010,HS07,IDN,IDN,BEL,domestic,mobulidae,marine,capture,foreign,mobulidae,1.36054299158521
2010,HS07,IDN,IDN,BEL,domestic,myliobatidae,marine,capture,foreign,myliobatidae,2.06526143187003
2010,HS07,IDN,IDN,BEL,domestic,prionace glauca,marine,capture,foreign,prionace glauca,7.87838342602573
2010,HS07,IDN,IDN,BEL,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,1.6984829742551
2010,HS07,IDN,IDN,BEL,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,1.54647245809911
2010,HS07,IDN,IDN,BHR,domestic,dasyatidae,marine,capture,foreign,dasyatidae,0.497940397688289
2010,HS07,IDN,IDN,BRB,domestic,dasyatidae,marine,capture,foreign,dasyatidae,0.0204659572326065
2010,HS07,IDN,IDN,BRN,domestic,dasyatidae,marine,capture,foreign,dasyatidae,0.220729406309393
2010,HS07,IDN,IDN,CAN,domestic,alopias,marine,capture,foreign,alopias,1.82022680001391
2010,HS07,IDN,IDN,CAN,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,3.19925927386494
2010,HS07,IDN,IDN,CAN,domestic,dasyatidae,marine,capture,foreign,dasyatidae,3.82159531958397
2010,HS07,IDN,IDN,CAN,domestic,mobulidae,marine,capture,foreign,mobulidae,0.31116047452533
2010,HS07,IDN,IDN,CAN,domestic,myliobatidae,marine,capture,foreign,myliobatidae,0.450036241134436
2010,HS07,IDN,IDN,CAN,domestic,prionace glauca,marine,capture,foreign,prionace glauca,2.03785962342122
2010,HS07,IDN,IDN,CAN,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.375196112098288
2010,HS07,IDN,IDN,CAN,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,0.400017822270796
2010,HS07,IDN,IDN,CHN,domestic,alopias,marine,capture,foreign,alopias,19.581918287914
2010,HS07,IDN,IDN,CHN,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,28.803380742074
2010,HS07,IDN,IDN,CHN,domestic,dasyatidae,marine,capture,foreign,dasyatidae,1933.37618032152
2010,HS07,IDN,IDN,CHN,domestic,lamnidae,marine,capture,foreign,lamnidae,13.8560137007634
2010,HS07,IDN,IDN,CHN,domestic,mobulidae,marine,capture,foreign,mobulidae,108.418583745738
2010,HS07,IDN,IDN,CHN,domestic,myliobatidae,marine,capture,foreign,myliobatidae,153.723705576788
2010,HS07,IDN,IDN,CHN,domestic,prionace glauca,marine,capture,foreign,prionace glauca,19.726242120474
2010,HS07,IDN,IDN,CHN,domestic,pristidae,marine,capture,foreign,pristidae,2.05294898045895
2010,HS07,IDN,IDN,CHN,domestic,rhinobatidae,marine,capture,foreign,rhinobatidae,7.2892306423267
2010,HS07,IDN,IDN,CHN,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,122.309714027182
2010,HS07,IDN,IDN,CHN,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,34.1728198838708
2010,HS07,IDN,IDN,CHN,domestic,squalidae,marine,capture,foreign,squalidae,9.54977632508795
2010,HS07,IDN,IDN,CHN,foreign,dasyatidae,marine,capture,foreign,dasyatidae,0.653657164240876
2010,HS07,IDN,IDN,CHN,foreign,lamnidae,marine,capture,foreign,lamnidae,0.0528173387781677
2010,HS07,IDN,IDN,CHN,foreign,mobulidae,marine,capture,foreign,mobulidae,0.123992105137245
2010,HS07,IDN,IDN,CHN,foreign,myliobatidae,marine,capture,foreign,myliobatidae,0.107730920915512
2010,HS07,IDN,IDN,CHN,foreign,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.110680200551749
2010,HS07,IDN,IDN,CHN,foreign,sphyrnidae,marine,capture,foreign,sphyrnidae,0.117714088385762
2010,HS07,IDN,IDN,COL,domestic,alopias,marine,capture,foreign,alopias,5.78198909546681
2010,HS07,IDN,IDN,COL,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,10.9963548179087
2010,HS07,IDN,IDN,COL,domestic,dasyatidae,marine,capture,foreign,dasyatidae,0.987737534223424
2010,HS07,IDN,IDN,COL,domestic,lamnidae,marine,capture,foreign,lamnidae,0.865808441105593
2010,HS07,IDN,IDN,COL,domestic,prionace glauca,marine,capture,foreign,prionace glauca,5.49490934909803
2010,HS07,IDN,IDN,COL,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,2.67394069978664
2010,HS07,IDN,IDN,COL,domestic,squalidae,marine,capture,foreign,squalidae,0.576813816340517
2010,HS07,IDN,IDN,CRI,domestic,alopias,marine,capture,foreign,alopias,13.7343769054424
2010,HS07,IDN,IDN,CRI,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,26.1204369571613
2010,HS07,IDN,IDN,CRI,domestic,lamnidae,marine,capture,foreign,lamnidae,2.05661741344008
2010,HS07,IDN,IDN,CRI,domestic,prionace glauca,marine,capture,foreign,prionace glauca,13.0524556196276
2010,HS07,IDN,IDN,CRI,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,6.35160474834949
2010,HS07,IDN,IDN,CRI,domestic,squalidae,marine,capture,foreign,squalidae,1.37014757846887
2010,HS07,IDN,IDN,DEU,domestic,alopias,marine,capture,foreign,alopias,5.32184964890953
2010,HS07,IDN,IDN,DEU,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,6.53926720816486
2010,HS07,IDN,IDN,DEU,domestic,dasyatidae,marine,capture,foreign,dasyatidae,15.0291183460776
2010,HS07,IDN,IDN,DEU,domestic,mobulidae,marine,capture,foreign,mobulidae,0.457170505116608
2010,HS07,IDN,IDN,DEU,domestic,myliobatidae,marine,capture,foreign,myliobatidae,1.19772503788845
2010,HS07,IDN,IDN,DEU,domestic,prionace glauca,marine,capture,foreign,prionace glauca,6.0385609094222
2010,HS07,IDN,IDN,DEU,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.549183415452658
2010,HS07,IDN,IDN,DEU,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,0.58550016974351
2010,HS07,IDN,IDN,DNK,domestic,alopias,marine,capture,foreign,alopias,0.012512447203299
2010,HS07,IDN,IDN,DNK,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,0.0219920741489983
2010,HS07,IDN,IDN,DNK,domestic,dasyatidae,marine,capture,foreign,dasyatidae,0.197913791636902
2010,HS07,IDN,IDN,DNK,domestic,prionace glauca,marine,capture,foreign,prionace glauca,0.0140084801221463
2010,HS07,IDN,IDN,DOM,domestic,alopias,marine,capture,foreign,alopias,0.809832043385785
2010,HS07,IDN,IDN,DOM,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,1.42337354611808
2010,HS07,IDN,IDN,DOM,domestic,dasyatidae,marine,capture,foreign,dasyatidae,6.3750203892033
2010,HS07,IDN,IDN,DOM,domestic,mobulidae,marine,capture,foreign,mobulidae,0.187272611373191
2010,HS07,IDN,IDN,DOM,domestic,myliobatidae,marine,capture,foreign,myliobatidae,0.301623148696515
2010,HS07,IDN,IDN,DOM,domestic,prionace glauca,marine,capture,foreign,prionace glauca,0.906658457592197
2010,HS07,IDN,IDN,DOM,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.225775299751887
2010,HS07,IDN,IDN,DZA,domestic,alopias,marine,capture,foreign,alopias,9.07922515604419
2010,HS07,IDN,IDN,DZA,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,14.4006826175405
2010,HS07,IDN,IDN,DZA,domestic,dasyatidae,marine,capture,foreign,dasyatidae,9.74986132696735
2010,HS07,IDN,IDN,DZA,domestic,lamnidae,marine,capture,foreign,lamnidae,1.0135704955997
2010,HS07,IDN,IDN,DZA,domestic,prionace glauca,marine,capture,foreign,prionace glauca,9.0940270045648
2010,HS07,IDN,IDN,DZA,domestic,sphyrnidae,marine,capture,foreign,sphyrnidae,3.13028525897268
2010,HS07,IDN,IDN,DZA,domestic,squalidae,marine,capture,foreign,squalidae,0.675254984752119
2010,HS07,IDN,IDN,EGY,domestic,dasyatidae,marine,capture,foreign,dasyatidae,5.52984250768043
2010,HS07,IDN,IDN,EGY,domestic,mobulidae,marine,capture,foreign,mobulidae,0.221527293287021
2010,HS07,IDN,IDN,EGY,domestic,myliobatidae,marine,capture,foreign,myliobatidae,0.356794083414021
2010,HS07,IDN,IDN,EGY,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.267072641740614
2010,HS07,IDN,IDN,ESP,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,0.360805808846059
2010,HS07,IDN,IDN,ESP,domestic,dasyatidae,marine,capture,foreign,dasyatidae,2.68762827661928
2010,HS07,IDN,IDN,ESP,domestic,rhynchobatus australiae,marine,capture,foreign,rhynchobatus australiae,0.0952226079384794
2010,HS07,IDN,IDN,FRA,domestic,alopias,marine,capture,foreign,alopias,13.2636186766392
2010,HS07,IDN,IDN,FRA,domestic,carcharhinidae,marine,capture,foreign,carcharhinidae,17.849419945115
